#ObjectID	MJD	Range	Phase angle	RA	DE	dRA	dDE	Length	Beta	A*rho	m_abs	m_app	Luminosity	Shadow	Lon	Lat
#	d	m	deg	deg	deg	arcsec / s	arcsec / s	arcsec	--	m2	mag	mag	W	--	deg	deg
00024	60234.365142882	7.524e+06	1.65594	261.96835	-11.48519	147.66143	-148.65498	1.45506	0.67408	2.52828	30.05798	31.08612	4.142e+14	False	105.24481	-11.56934
00025	60234.365142882	7.525e+06	1.60662	266.68079	-17.25862	162.86258	-142.18663	1.50137	0.67408	2.52828	30.05798	31.03145	4.142e+14	False	109.97159	-17.36073
00026	60234.365142882	7.525e+06	1.55736	271.69425	-22.91410	182.49859	-133.29848	1.56942	0.67408	2.52828	30.05798	30.97771	4.142e+14	False	114.99986	-23.02917
00027	60234.365142882	7.526e+06	1.50823	277.13697	-28.39760	206.68156	-121.30938	1.66425	0.67408	2.52828	30.05798	30.92511	4.142e+14	False	120.45765	-28.51956
00028	60234.365142882	7.526e+06	1.45931	283.15935	-33.64050	234.63245	-105.47124	1.78644	0.67408	2.52828	30.05798	30.87382	4.142e+14	False	126.49482	-33.76265
00029	60234.365142882	7.527e+06	1.41071	289.93517	-38.55327	264.03209	-85.18028	1.92661	0.67408	2.52828	30.05798	30.82401	4.142e+14	False	133.28414	-38.66887
00030	60234.365142882	7.528e+06	1.36249	297.65410	-43.01910	290.77887	-60.32325	2.06229	0.67408	2.52828	30.05798	30.77582	4.142e+14	False	141.01348	-43.12202
00031	60234.365142882	7.528e+06	1.31477	306.49277	-46.88806	309.80048	-31.61545	2.16257	0.67408	2.52828	30.05798	30.72938	4.142e+14	False	149.85670	-46.97363
00032	60234.365142882	7.529e+06	1.26764	316.55053	-49.97807	316.85144	-0.67471	2.20036	0.67408	2.52828	30.05798	30.68480	4.142e+14	False	159.90960	-50.04406
00033	60234.365142882	7.530e+06	1.22122	327.74945	-52.09229	310.24969	30.29769	2.16476	0.67408	2.52828	30.05798	30.64219	4.142e+14	False	171.09135	-52.13974
00034	60234.365142882	7.531e+06	1.17564	339.74079	-53.05926	291.56755	59.08931	2.06594	0.67408	2.52828	30.05798	30.60162	4.142e+14	False	-176.94651	-53.09280
00035	60234.365142882	7.532e+06	1.13103	351.92316	-52.78850	264.98516	84.05941	1.93054	0.67408	2.52828	30.05798	30.56318	4.142e+14	False	-164.80015	-52.81526
00036	60234.365142882	7.533e+06	1.08756	3.62565	-51.30726	235.57875	104.46514	1.78960	0.67408	2.52828	30.05798	30.52694	4.142e+14	False	-153.13236	-51.33462
00037	60234.365142882	7.533e+06	1.04541	14.34489	-48.74908	207.50535	120.40016	1.66601	0.67408	2.52828	30.05798	30.49298	4.142e+14	False	-142.44007	-48.78241
00038	60234.365142882	7.534e+06	1.00478	23.85899	-45.30346	183.14454	132.46298	1.56963	0.67408	2.52828	30.05798	30.46134	4.142e+14	False	-132.94288	-45.34498
00039	60234.365142882	7.535e+06	0.96589	32.18165	-41.16461	163.31860	141.40428	1.50020	0.67408	2.52828	30.05798	30.43210	4.142e+14	False	-124.62805	-41.21338
00040	60234.365142882	7.536e+06	0.92900	39.45703	-36.50126	147.93470	147.91247	1.45275	0.67408	2.52828	30.05798	30.40530	4.142e+14	False	-117.35361	-36.55394
00041	60234.365142882	7.536e+06	0.89440	45.87286	-31.44816	136.53400	152.53163	1.42162	0.67408	2.52828	30.05798	30.38100	4.142e+14	False	-110.93395	-31.49990
00042	60234.365142882	7.537e+06	0.86240	51.61350	-26.10911	128.60749	155.65499	1.40217	0.67408	2.52828	30.05798	30.35926	4.142e+14	False	-105.18635	-26.15439
00043	60234.365142882	7.537e+06	0.83335	56.84263	-20.56304	123.73688	157.54574	1.39117	0.67408	2.52828	30.05798	30.34014	4.142e+14	False	-99.94821	-20.59637
00044	60234.365142882	7.537e+06	0.80761	61.69992	-14.87127	121.64594	158.35973	1.38673	0.67408	2.52828	30.05798	30.32369	4.142e+14	False	-95.08052	-14.88779
00045	60234.365142882	7.537e+06	0.78556	66.30506	-9.08253	122.21262	158.16216	1.38804	0.67408	2.52828	30.05798	30.30996	4.142e+14	False	-90.46401	-9.07844
00046	60234.365142882	7.537e+06	0.76760	70.76306	-3.23756	125.47102	156.93488	1.39532	0.67408	2.52828	30.05798	30.29904	4.142e+14	False	-85.99387	-3.21053
00047	60234.365142882	7.537e+06	0.75411	75.16997	2.62709	131.61106	154.57439	1.40982	0.67408	2.52828	30.05798	30.29097	4.142e+14	False	-81.57417	2.67778
00048	60234.365142882	7.536e+06	0.74545	79.61896	8.47665	140.97466	150.88025	1.43397	0.67408	2.52828	30.05798	30.28587	4.142e+14	False	-77.11177	8.54998
00049	60234.365142882	7.536e+06	0.74194	84.20575	14.27507	154.03188	145.53499	1.47160	0.67408	2.52828	30.05798	30.28381	4.142e+14	False	-72.51096	14.36832
00050	60234.365142882	7.535e+06	0.74389	89.03418	19.98185	171.29925	138.08049	1.52793	0.67408	2.52828	30.05798	30.28495	4.142e+14	False	-67.66797	20.09076
00051	60234.365142882	7.534e+06	0.75160	94.22250	25.54918	193.13546	127.90398	1.60867	0.67408	2.52828	30.05798	30.28949	4.142e+14	False	-62.46470	25.66824
00052	60234.365142882	7.533e+06	0.76543	99.90848	30.91699	219.32383	114.27003	1.71741	0.67408	2.52828	30.05798	30.29773	4.142e+14	False	-56.76371	31.03982
00053	60234.365142882	7.532e+06	0.78591	106.25384	36.00804	248.44409	96.45293	1.85076	0.67408	2.52828	30.05798	30.31018	4.142e+14	False	-50.40401	36.12787
00054	60234.365142882	7.531e+06	0.81403	113.44226	40.72103	277.31894	74.01944	1.99325	0.67408	2.52828	30.05798	30.32775	4.142e+14	False	-43.20326	40.83134
00055	60234.365142882	7.530e+06	0.85178	121.66315	44.92372	301.19844	47.20487	2.11719	0.67408	2.52828	30.05798	30.35220	4.142e+14	False	-34.97429	45.01896
00056	60234.365142882	7.529e+06	0.90354	131.06894	48.44986	315.12236	17.15846	2.19159	0.67408	2.52828	30.05798	30.38734	4.142e+14	False	-25.56789	48.52638
00057	60234.365142882	7.528e+06	0.97991	141.69098	51.10587	315.85469	-14.16215	2.19564	0.67408	2.52828	30.05798	30.44252	4.142e+14	False	-14.95625	51.16287
00058	60234.365142882	7.527e+06	1.10905	153.33295	52.69884	303.22195	-44.46067	2.12822	0.67408	2.52828	30.05798	30.54471	4.142e+14	False	-3.33744	52.73908
00059	60234.365142882	7.526e+06	1.36289	165.51460	53.08679	280.18322	-71.71601	2.00844	0.67408	2.52828	30.05798	30.77622	4.142e+14	False	8.81085	53.11629
00060	60234.365142882	7.525e+06	1.77709	177.56813	52.23096	251.60959	-94.67635	1.86689	0.67408	2.52828	30.05798	31.22318	4.142e+14	False	20.82792	52.25730
00061	60234.365142882	7.524e+06	2.05343	188.87327	50.21229	222.35478	-113.01346	1.73213	0.67408	2.52828	30.05798	31.53704	4.142e+14	False	32.10140	50.24217
00062	60234.365142882	7.524e+06	2.12084	199.05334	47.19799	195.79037	-127.10258	1.62103	0.67408	2.52828	30.05798	31.61006	4.142e+14	False	42.25920	47.23536
00063	60234.365142882	7.523e+06	2.11181	208.00860	43.38566	173.50168	-137.65066	1.53801	0.67408	2.52828	30.05798	31.60043	4.142e+14	False	51.20209	43.43116
00064	60234.365142882	7.523e+06	2.07930	215.82783	38.96043	155.79960	-145.39771	1.47990	0.67408	2.52828	30.05798	31.56536	4.142e+14	False	59.01707	39.01184
00065	60234.365142882	7.523e+06	2.03840	222.68449	34.07617	142.36413	-150.96901	1.44102	0.67408	2.52828	30.05798	31.52044	4.142e+14	False	65.87533	34.12927
00066	60234.365142882	7.523e+06	1.99390	228.76945	28.85299	132.68394	-154.83661	1.41604	0.67408	2.52828	30.05798	31.47074	4.142e+14	False	71.96583	28.90247
00067	60234.365142882	7.523e+06	1.94754	234.25923	23.38271	126.28127	-157.32952	1.40098	0.67408	2.52828	30.05798	31.41830	4.142e+14	False	77.46371	23.42291
00068	60234.365142882	7.523e+06	1.90010	239.30652	17.73599	122.80236	-158.65728	1.39327	0.67408	2.52828	30.05798	31.36416	4.142e+14	False	82.52078	17.76162
00069	60234.365142882	7.523e+06	1.85196	244.04169	11.96803	122.04486	-158.93065	1.39156	0.67408	2.52828	30.05798	31.30897	4.142e+14	False	87.26690	11.97468
00070	60234.365142882	7.523e+06	1.80334	248.57715	6.12421	123.96353	-158.17375	1.39557	0.67408	2.52828	30.05798	31.25322	4.142e+14	False	91.81418	6.10874
00022	60234.365142882	7.523e+06	1.65484	260.19084	6.09868	123.96301	-158.17987	1.39560	0.67408	2.52828	30.05798	31.08489	4.142e+14	False	103.42708	6.10874
00023	60234.365142882	7.524e+06	1.61307	264.62656	0.21739	128.68278	-156.32822	1.40610	0.67408	2.52828	30.05798	31.03855	4.142e+14	False	107.87610	0.20430
00024	60234.365142882	7.524e+06	1.57117	269.05849	-5.66476	136.46002	-153.23542	1.42492	0.67408	2.52828	30.05798	30.99268	4.142e+14	False	112.32155	-5.70099
00025	60234.365142882	7.524e+06	1.52926	273.58094	-11.51177	147.70622	-148.64404	1.45522	0.67408	2.52828	30.05798	30.94750	4.142e+14	False	116.85771	-11.56934
00026	60234.365142882	7.525e+06	1.48745	278.29391	-17.28523	162.92795	-142.16693	1.50162	0.67408	2.52828	30.05798	30.90318	4.142e+14	False	121.58449	-17.36073
00027	60234.365142882	7.525e+06	1.44586	283.30844	-22.94054	182.58754	-133.26724	1.56979	0.67408	2.52828	30.05798	30.85991	4.142e+14	False	126.61276	-23.02917
00028	60234.365142882	7.526e+06	1.40460	288.75287	-28.42363	206.79510	-121.26302	1.66477	0.67408	2.52828	30.05798	30.81784	4.142e+14	False	132.07055	-28.51956
00029	60234.365142882	7.526e+06	1.36377	294.77775	-33.66579	234.76657	-105.40585	1.78711	0.67408	2.52828	30.05798	30.77708	4.142e+14	False	138.10772	-33.76265
00030	60234.365142882	7.527e+06	1.32350	301.55699	-38.57741	264.17446	-85.09283	1.92737	0.67408	2.52828	30.05798	30.73778	4.142e+14	False	144.89704	-38.66887
00031	60234.365142882	7.528e+06	1.28390	309.28038	-43.04152	290.90841	-60.21343	2.06302	0.67408	2.52828	30.05798	30.70004	4.142e+14	False	152.62638	-43.12202
00032	60234.365142882	7.528e+06	1.24510	318.12449	-46.90800	309.89269	-31.48709	2.16311	0.67408	2.52828	30.05798	30.66395	4.142e+14	False	161.46960	-46.97363
00033	60234.365142882	7.529e+06	1.20723	328.18823	-49.99463	316.88740	-0.53578	2.20061	0.67408	2.52828	30.05798	30.62960	4.142e+14	False	171.52250	-50.04406
00034	60234.365142882	7.530e+06	1.17044	339.39272	-52.10448	310.22340	30.43694	2.16467	0.67408	2.52828	30.05798	30.59708	4.142e+14	False	-177.29575	-52.13974
00035	60234.365142882	7.531e+06	1.13489	351.38782	-53.06626	291.48792	59.21910	2.06557	0.67408	2.52828	30.05798	30.56645	4.142e+14	False	-165.33361	-53.09280
00036	60234.365142882	7.532e+06	1.10073	3.57104	-52.78993	264.87180	84.17293	1.93003	0.67408	2.52828	30.05798	30.53779	4.142e+14	False	-153.18725	-52.81526
00037	60234.365142882	7.533e+06	1.06815	15.27138	-51.30327	235.45353	104.55965	1.78907	0.67408	2.52828	30.05798	30.51115	4.142e+14	False	-141.51946	-51.33462
00038	60234.365142882	7.533e+06	1.03732	25.98640	-48.74026	207.38496	120.47634	1.66555	0.67408	2.52828	30.05798	30.48659	4.142e+14	False	-130.82717	-48.78241
00039	60234.365142882	7.534e+06	1.00846	35.49541	-45.29062	183.03807	132.52334	1.56928	0.67408	2.52828	30.05798	30.46417	4.142e+14	False	-121.32998	-45.34498
00040	60234.365142882	7.535e+06	0.98178	43.81305	-41.14853	163.22922	141.45179	1.49994	0.67408	2.52828	30.05798	30.44392	4.142e+14	False	-113.01515	-41.21338
00041	60234.365142882	7.536e+06	0.95748	51.08395	-36.48263	147.86227	147.94983	1.45257	0.67408	2.52828	30.05798	30.42590	4.142e+14	False	-105.74071	-36.55394
00042	60234.365142882	7.536e+06	0.93578	57.49600	-31.42752	136.47710	152.56099	1.42151	0.67408	2.52828	30.05798	30.41016	4.142e+14	False	-99.32105	-31.49990
00043	60234.365142882	7.537e+06	0.91692	63.23354	-26.08689	128.56448	155.67790	1.40210	0.67408	2.52828	30.05798	30.39672	4.142e+14	False	-93.57345	-26.15439
00044	60234.365142882	7.537e+06	0.90110	68.46020	-20.53958	123.70648	157.56329	1.39114	0.67408	2.52828	30.05798	30.38565	4.142e+14	False	-88.33531	-20.59637
00045	60234.365142882	7.537e+06	0.88853	73.31558	-14.84683	121.62740	158.37257	1.38672	0.67408	2.52828	30.05798	30.37696	4.142e+14	False	-83.46762	-14.88779
00046	60234.365142882	7.537e+06	0.87938	77.91929	-9.05731	122.20584	158.17056	1.38806	0.67408	2.52828	30.05798	30.37071	4.142e+14	False	-78.85111	-9.07844
00047	60234.365142882	7.537e+06	0.87382	82.37629	-3.21176	125.47660	156.93875	1.39537	0.67408	2.52828	30.05798	30.36694	4.142e+14	False	-74.38097	-3.21053
00048	60234.365142882	7.537e+06	0.87199	86.78262	2.65332	131.63037	154.57324	1.40990	0.67408	2.52828	30.05798	30.36570	4.142e+14	False	-69.96127	2.67778
00049	60234.365142882	7.536e+06	0.87399	91.23144	8.50315	141.00988	150.87310	1.43410	0.67408	2.52828	30.05798	30.36706	4.142e+14	False	-65.49887	8.54998
00050	60234.365142882	7.536e+06	0.87994	95.81851	14.30169	154.08592	145.52025	1.47181	0.67408	2.52828	30.05798	30.37109	4.142e+14	False	-60.89806	14.36832
00051	60234.365142882	7.535e+06	0.88994	100.64772	20.00841	171.37536	138.05581	1.52823	0.67408	2.52828	30.05798	30.37793	4.142e+14	False	-56.05507	20.09076
00052	60234.365142882	7.534e+06	0.90418	105.83739	25.57546	193.23602	127.86618	1.60910	0.67408	2.52828	30.05798	30.38779	4.142e+14	False	-50.85180	25.66824
00053	60234.365142882	7.533e+06	0.92297	111.52543	30.94272	219.44796	114.21527	1.71800	0.67408	2.52828	30.05798	30.40100	4.142e+14	False	-45.15081	31.03982
00054	60234.365142882	7.532e+06	0.94695	117.87371	36.03286	248.58425	96.37749	1.85148	0.67408	2.52828	30.05798	30.41823	4.142e+14	False	-38.79111	36.12787
00055	60234.365142882	7.531e+06	0.97754	125.06602	40.74445	277.45841	73.92129	1.99401	0.67408	2.52828	30.05798	30.44075	4.142e+14	False	-31.59036	40.83134
00056	60234.365142882	7.530e+06	1.01791	133.29186	44.94509	301.31348	47.08552	2.11785	0.67408	2.52828	30.05798	30.47144	4.142e+14	False	-23.36139	45.01896
00057	60234.365142882	7.529e+06	1.07608	142.70343	48.46834	315.18989	17.02381	2.19201	0.67408	2.52828	30.05798	30.51758	4.142e+14	False	-13.95499	48.52638
00058	60234.365142882	7.528e+06	1.17441	153.33141	51.12050	315.86117	-14.30274	2.19573	0.67408	2.52828	30.05798	30.60054	4.142e+14	False	-3.34335	51.16287
00059	60234.365142882	7.527e+06	1.37159	164.97829	52.70869	303.16849	-44.59677	2.12799	0.67408	2.52828	30.05798	30.78482	4.142e+14	False	8.27546	52.73908
00060	60234.365142882	7.526e+06	1.69098	177.16243	53.09119	280.08468	-71.83895	2.00799	0.67408	2.52828	30.05798	31.12542	4.142e+14	False	20.42375	53.11629
00061	60234.365142882	7.525e+06	1.89891	189.21533	52.22978	251.48787	-94.78118	1.86636	0.67408	2.52828	30.05798	31.36279	4.142e+14	False	32.44082	52.25730
00062	60234.365142882	7.524e+06	1.95267	200.51718	50.20593	222.23003	-113.09921	1.73163	0.67408	2.52828	30.05798	31.42413	4.142e+14	False	43.71430	50.24217
00063	60234.365142882	7.524e+06	1.94817	210.69247	47.18716	195.67572	-127.17100	1.62062	0.67408	2.52828	30.05798	31.41901	4.142e+14	False	53.87210	47.23536
00064	60234.365142882	7.523e+06	1.92392	219.64259	43.37118	173.40311	-137.70463	1.53771	0.67408	2.52828	30.05798	31.39138	4.142e+14	False	62.81499	43.43116
00065	60234.365142882	7.523e+06	1.89171	227.45700	38.94305	155.71841	-145.44014	1.47969	0.67408	2.52828	30.05798	31.35455	4.142e+14	False	70.62997	39.01184
00066	60234.365142882	7.523e+06	1.85566	234.30950	34.05650	142.29937	-151.00235	1.44088	0.67408	2.52828	30.05798	31.31322	4.142e+14	False	77.48823	34.12927
00067	60234.365142882	7.523e+06	1.81746	240.39101	28.83153	132.63398	-154.86272	1.41596	0.67408	2.52828	30.05798	31.26939	4.142e+14	False	83.57873	28.90247
00068	60234.365142882	7.523e+06	1.77790	245.87800	23.35984	126.24460	-157.34974	1.40093	0.67408	2.52828	30.05798	31.22410	4.142e+14	False	89.07661	23.42291
00069	60234.365142882	7.523e+06	1.73744	250.92309	17.71201	122.77795	-158.67246	1.39325	0.67408	2.52828	30.05798	31.17798	4.142e+14	False	94.13368	17.76162
00070	60234.365142882	7.523e+06	1.69635	255.65659	11.94318	122.03227	-158.94125	1.39156	0.67408	2.52828	30.05798	31.13146	4.142e+14	False	98.87980	11.97468
00071	60234.365142882	7.523e+06	1.65484	260.19084	6.09868	123.96301	-158.17987	1.39560	0.67408	2.52828	30.05798	31.08489	4.142e+14	False	103.42708	6.10874
00023	60234.365142882	7.523e+06	1.51310	271.80396	6.07215	123.97765	-158.17440	1.39564	0.67408	2.52828	30.05798	30.93028	4.142e+14	False	115.03998	6.10874
00024	60234.365142882	7.524e+06	1.47707	276.23944	0.19077	128.71055	-156.31757	1.40617	0.67408	2.52828	30.05798	30.89230	4.142e+14	False	119.48900	0.20430
00025	60234.365142882	7.524e+06	1.44138	280.67156	-5.69132	136.50250	-153.21869	1.42503	0.67408	2.52828	30.05798	30.85531	4.142e+14	False	123.93445	-5.70099
00026	60234.365142882	7.524e+06	1.40615	285.19463	-11.53810	147.76556	-148.61977	1.45540	0.67408	2.52828	30.05798	30.81940	4.142e+14	False	128.47061	-11.56934
00027	60234.365142882	7.525e+06	1.37147	289.90870	-17.31114	163.00653	-142.13305	1.50188	0.67408	2.52828	30.05798	30.78470	4.142e+14	False	133.19739	-17.36073
00028	60234.365142882	7.525e+06	1.33747	294.92485	-22.96582	182.68702	-133.22094	1.57016	0.67408	2.52828	30.05798	30.75131	4.142e+14	False	138.22566	-23.02917
00029	60234.365142882	7.526e+06	1.30424	300.37155	-28.44800	206.91448	-121.20094	1.66527	0.67408	2.52828	30.05798	30.71931	4.142e+14	False	143.68345	-28.51956
00030	60234.365142882	7.526e+06	1.27192	306.39943	-33.68890	234.89931	-105.32469	1.78772	0.67408	2.52828	30.05798	30.68880	4.142e+14	False	149.72062	-33.76265
00031	60234.365142882	7.527e+06	1.24063	313.18252	-38.59880	264.30585	-84.99064	1.92802	0.67408	2.52828	30.05798	30.65985	4.142e+14	False	156.50994	-38.66887
00032	60234.365142882	7.528e+06	1.21050	320.91061	-43.06058	291.01653	-60.09135	2.06358	0.67408	2.52828	30.05798	30.63253	4.142e+14	False	164.23928	-43.12202
00033	60234.365142882	7.528e+06	1.18165	329.76013	-46.92398	309.95483	-31.35051	2.16345	0.67408	2.52828	30.05798	30.60690	4.142e+14	False	173.08250	-46.97363
00034	60234.365142882	7.529e+06	1.15425	339.82942	-50.00664	316.88905	-0.39371	2.20062	0.67408	2.52828	30.05798	30.58303	4.142e+14	False	-176.86460	-50.04406
00035	60234.365142882	7.530e+06	1.12842	351.03853	-52.11164	310.16424	30.57400	2.16436	0.67408	2.52828	30.05798	30.56097	4.142e+14	False	-165.68285	-52.13974
00036	60234.365142882	7.531e+06	1.10431	3.03603	-53.06794	291.38193	59.34202	2.06502	0.67408	2.52828	30.05798	30.54076	4.142e+14	False	-153.72071	-53.09280
00037	60234.365142882	7.532e+06	1.08209	15.21857	-52.78596	264.74148	84.27618	1.92939	0.67408	2.52828	30.05798	30.52247	4.142e+14	False	-141.57435	-52.81526
00038	60234.365142882	7.533e+06	1.06188	26.91541	-51.29405	235.32091	104.64194	1.78846	0.67408	2.52828	30.05798	30.50611	4.142e+14	False	-129.90656	-51.33462
00039	60234.365142882	7.533e+06	1.04386	37.62527	-48.72656	207.26503	120.53950	1.66505	0.67408	2.52828	30.05798	30.49175	4.142e+14	False	-119.21427	-48.78241
00040	60234.365142882	7.534e+06	1.02814	47.12872	-45.27334	182.93767	132.57065	1.56891	0.67408	2.52828	30.05798	30.47940	4.142e+14	False	-109.71708	-45.34498
00041	60234.365142882	7.535e+06	1.01488	55.44123	-41.12850	163.14953	141.48660	1.49968	0.67408	2.52828	30.05798	30.46911	4.142e+14	False	-101.40225	-41.21338
00042	60234.365142882	7.536e+06	1.00420	62.70780	-36.46054	147.80175	147.97495	1.45240	0.67408	2.52828	30.05798	30.46090	4.142e+14	False	-94.12781	-36.55394
00043	60234.365142882	7.536e+06	0.99619	69.11637	-31.40391	136.43340	152.57852	1.42140	0.67408	2.52828	30.05798	30.45480	4.142e+14	False	-87.70815	-31.49990
00044	60234.365142882	7.537e+06	0.99097	74.85123	-26.06217	128.53546	155.68933	1.40203	0.67408	2.52828	30.05798	30.45084	4.142e+14	False	-81.96055	-26.15439
00045	60234.365142882	7.537e+06	0.98859	80.07590	-20.51407	123.69055	157.56954	1.39110	0.67408	2.52828	30.05798	30.44905	4.142e+14	False	-76.72241	-20.59637
00046	60234.365142882	7.537e+06	0.98912	84.92987	-14.82076	121.62367	158.37413	1.38671	0.67408	2.52828	30.05798	30.44945	4.142e+14	False	-71.85472	-14.88779
00047	60234.365142882	7.537e+06	0.99259	89.53267	-9.03090	122.21410	158.16755	1.38808	0.67408	2.52828	30.05798	30.45207	4.142e+14	False	-67.23821	-9.07844
00048	60234.365142882	7.537e+06	0.99902	93.98922	-3.18517	125.49737	156.93090	1.39542	0.67408	2.52828	30.05798	30.45695	4.142e+14	False	-62.76807	-3.21053
00049	60234.365142882	7.537e+06	1.00844	98.39551	2.67993	131.66487	154.55989	1.40999	0.67408	2.52828	30.05798	30.46415	4.142e+14	False	-58.34837	2.67778
00050	60234.365142882	7.536e+06	1.02086	102.84473	8.52962	141.05999	150.85308	1.43423	0.67408	2.52828	30.05798	30.47373	4.142e+14	False	-53.88597	8.54998
00051	60234.365142882	7.536e+06	1.03634	107.43264	14.32784	154.15399	145.49183	1.47201	0.67408	2.52828	30.05798	30.48582	4.142e+14	False	-49.28516	14.36832
00052	60234.365142882	7.535e+06	1.05499	112.26318	20.03405	171.46360	138.01656	1.52854	0.67408	2.52828	30.05798	30.50059	4.142e+14	False	-44.44217	20.09076
00053	60234.365142882	7.534e+06	1.07707	117.45477	25.60035	193.34519	127.81299	1.60953	0.67408	2.52828	30.05798	30.51838	4.142e+14	False	-39.23890	25.66824
00054	60234.365142882	7.533e+06	1.10311	123.14541	30.96655	219.57489	114.14468	1.71855	0.67408	2.52828	30.05798	30.53977	4.142e+14	False	-33.53791	31.03982
00055	60234.365142882	7.532e+06	1.13428	129.49707	36.05523	248.71877	96.28659	1.85213	0.67408	2.52828	30.05798	30.56593	4.142e+14	False	-27.17821	36.12787
00056	60234.365142882	7.531e+06	1.17314	136.69364	40.76484	277.58196	73.80937	1.99463	0.67408	2.52828	30.05798	30.59943	4.142e+14	False	-19.97746	40.83134
00057	60234.365142882	7.530e+06	1.22609	144.92455	44.96282	301.40264	46.95562	2.11832	0.67408	2.52828	30.05798	30.64659	4.142e+14	False	-11.74849	45.01896
00058	60234.365142882	7.529e+06	1.31080	154.34169	48.48259	315.22466	16.88323	2.19220	0.67408	2.52828	30.05798	30.72558	4.142e+14	False	-2.34209	48.52638
00059	60234.365142882	7.528e+06	1.47241	164.97496	51.13035	315.83326	-14.44393	2.19558	0.67408	2.52828	30.05798	30.88744	4.142e+14	False	8.26955	51.16287
00060	60234.365142882	7.527e+06	1.71133	176.62558	52.71334	303.08468	-44.72833	2.12755	0.67408	2.52828	30.05798	31.14838	4.142e+14	False	19.88836	52.73908
00061	60234.365142882	7.526e+06	1.83473	188.81072	53.09021	279.96402	-71.95321	2.00738	0.67408	2.52828	30.05798	31.28921	4.142e+14	False	32.03665	53.11629
00062	60234.365142882	7.525e+06	1.84854	200.86151	52.22327	251.35383	-94.87462	1.86572	0.67408	2.52828	30.05798	31.30505	4.142e+14	False	44.05372	52.25730
00063	60234.365142882	7.524e+06	1.82863	212.15890	50.19448	222.10189	-113.17221	1.73106	0.67408	2.52828	30.05798	31.28220	4.142e+14	False	55.32720	50.24217
00064	60234.365142882	7.524e+06	1.79879	222.32869	47.17165	195.56452	-127.22628	1.62019	0.67408	2.52828	30.05798	31.24800	4.142e+14	False	65.48500	47.23536
00065	60234.365142882	7.523e+06	1.76540	231.27336	43.35249	173.31260	-137.74563	1.53739	0.67408	2.52828	30.05798	31.20983	4.142e+14	False	74.42789	43.43116
00066	60234.365142882	7.523e+06	1.73047	239.08300	38.92195	155.64816	-145.47003	1.47947	0.67408	2.52828	30.05798	31.17007	4.142e+14	False	82.24287	39.01184
00067	60234.365142882	7.523e+06	1.69475	245.93157	34.03362	142.24727	-151.02360	1.44074	0.67408	2.52828	30.05798	31.12966	4.142e+14	False	89.10113	34.12927
00068	60234.365142882	7.523e+06	1.65861	252.01000	28.80734	132.59770	-154.87713	1.41587	0.67408	2.52828	30.05798	31.08910	4.142e+14	False	95.19163	28.90247
00069	60234.365142882	7.523e+06	1.62224	257.49466	23.33470	126.22223	-157.35851	1.40088	0.67408	2.52828	30.05798	31.04868	4.142e+14	False	100.68951	23.42291
00070	60234.365142882	7.523e+06	1.58579	262.53805	17.68619	122.76823	-158.67631	1.39323	0.67408	2.52828	30.05798	31.00861	4.142e+14	False	105.74658	17.76162
00071	60234.365142882	7.523e+06	1.54937	267.27039	11.91692	122.03465	-158.94048	1.39157	0.67408	2.52828	30.05798	30.96909	4.142e+14	False	110.49270	11.97468
00072	60234.365142882	7.523e+06	1.51310	271.80396	6.07215	123.97765	-158.17440	1.39564	0.67408	2.52828	30.05798	30.93028	4.142e+14	False	115.03998	6.10874
00024	60234.365142882	7.523e+06	1.37749	283.41651	6.04571	124.00686	-158.15754	1.39567	0.67408	2.52828	30.05798	30.79068	4.142e+14	False	126.65288	6.10874
00025	60234.365142882	7.524e+06	1.34638	287.85231	0.16466	128.75245	-156.29535	1.40624	0.67408	2.52828	30.05798	30.76000	4.142e+14	False	131.10190	0.20430
00026	60234.365142882	7.524e+06	1.31634	292.28515	-5.71695	136.55836	-153.19005	1.42514	0.67408	2.52828	30.05798	30.73089	4.142e+14	False	135.54735	-5.70099
00027	60234.365142882	7.524e+06	1.28745	296.80938	-11.56309	147.83702	-148.58317	1.45557	0.67408	2.52828	30.05798	30.70339	4.142e+14	False	140.08351	-11.56934
00028	60234.365142882	7.525e+06	1.25982	301.52507	-17.33529	163.09508	-142.08635	1.50213	0.67408	2.52828	30.05798	30.67753	4.142e+14	False	144.81029	-17.36073
00029	60234.365142882	7.525e+06	1.23353	306.54336	-22.98890	182.79291	-133.16146	1.57051	0.67408	2.52828	30.05798	30.65336	4.142e+14	False	149.83856	-23.02917
00030	60234.365142882	7.526e+06	1.20870	311.99278	-28.46971	207.03476	-121.12569	1.66572	0.67408	2.52828	30.05798	30.63092	4.142e+14	False	155.29635	-28.51956
00031	60234.365142882	7.526e+06	1.18544	318.02404	-33.70888	235.02514	-105.23108	1.78825	0.67408	2.52828	30.05798	30.61023	4.142e+14	False	161.33352	-33.76265
00032	60234.365142882	7.527e+06	1.16386	324.81123	-38.61656	264.42078	-84.87789	1.92854	0.67408	2.52828	30.05798	30.59135	4.142e+14	False	168.12284	-38.66887
00033	60234.365142882	7.528e+06	1.14409	332.54409	-43.07551	291.09870	-59.96206	2.06396	0.67408	2.52828	30.05798	30.57430	4.142e+14	False	175.85218	-43.12202
